y,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,x_09,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,C_01,C_02,C_03,C_04,C_05
375.82307300536195,6.359019359014779,-13.367119992356837,-2.4837504900533585,-6.641890975265748,11.733538941382433,NaN,-17.085360775061442,22.194763749428855,16.82788830100835,-10.367141965170102,-2.575165998236677,6.931511842228578,-17.914035536206384,-9.930802609147197,5.742802582865207,1.2105337492570765,NaN,-6.9813902805823655,-9.595464692867171,-14.053135730708304,NaN,0.12923573922225118,-63.173056637272666,-3.279389592594078,-0.44626319826249194,7.479394112124659,0.8332470998236092,7.608039591075183,-0.5890664646755166,9.683425251248613,NaN,14.13267147001146,NaN,0.9154565943612285,-2.7488917648295645,22.26617949983626,-19.34605690227655,16.195830233539464,-8.218791216350734,17.791753274004584,14.223695193303953,15.315787171481672,8.494451249690293,23.30755782698952,NaN,-6.257254250216924,-12.026626203251897,6.802744362928292,-15.743384492083559,6.998979809910843,-3.495261969721495,-13.635313926768115,NaN,-7.922074938260457,NaN,5.116418095517165,NaN,NaN,-9.916862357439403,6.644631998258799,-0.40543578192920104,7.45145207425476,9.796329954502607,1.6928922063749972,-22.796098737002925,NaN,0.1298545345447677,-7.458982868359391,-4.829565786404032,-14.616072409834631,-3.301328723643694,3.5710191870058208,25.38117533805266,-13.702051998538721,5.006116517550268,-8.554796946649162,NaN,-3.1016554397463953,11.657727133935502,10.403739915368526,-5.768349658507599,3.284017999965483,12.440294320957639,-0.011550287891765265,NaN,NaN,20.710064680842972,-6.390468870041509,-10.871242816896466,1.881514063606799,-10.200887664409336,3.9800480239077016,-4.433273918154409,-1.473722770466797,NaN,74.0,72.0,72.0,73.0,73.0
266.8117297863739,3.873664489073499,-8.470389493257752,-3.0550123364745745,NaN,11.420983213483819,1.8223299185529287,-13.694099662906755,22.7386543933019,20.307502877291462,-2.8590967166939123,-0.2522088601851875,6.060237509081979,-14.828529455254706,NaN,13.000814430323807,-0.8010061155590494,22.541606119203838,-4.417896833083721,-7.629734553790444,-6.96001937644038,5.373369839231171,-1.3072194759883207,-58.84251487858678,1.5754056398557257,5.468112327089627,13.401042077061392,3.4127584989483566,6.526164787175324,6.929670130834343,8.86885138877411,NaN,11.250412827439602,1.2470517145771396,1.908697163765014,-4.819693921776465,NaN,NaN,17.69466428664623,-4.342970621002475,15.734688722835896,18.919507560698957,13.872369004123039,11.318895093505844,NaN,-5.452166155205619,-2.055470373839018,-6.180112636197933,14.847480790659326,NaN,10.606391992508858,-0.21909525819384834,-12.09103066348409,-10.419131308533318,-6.675427855470968,-12.713441904620282,8.355778268817621,13.933586785974274,9.871480010712943,-1.3203641171488618,6.392298821321464,4.057280374711797,6.95427630875246,NaN,1.7909899965461347,-20.849075228621107,-1.0640340509982082,6.812688882506896,-6.77453916607524,0.5122727732926688,-15.382996015318945,-4.31461646447241,4.040351384505524,26.48903777866577,-9.092788143169342,3.1467359056643387,-5.535632438797816,NaN,-8.32108576226523,11.331649409564417,15.294376611970973,NaN,2.903118607687133,NaN,4.393350862386768,22.35961332942599,-16.07289761025376,18.70566250786362,-7.218644394645814,-8.485322673323372,4.327448801420836,-9.74020709590479,NaN,-2.6293135033912294,4.8169873942122985,-12.240248162264265,74.0,72.0,72.0,73.0,73.0
267.2717587443263,5.2758241596633555,-12.070531004338873,-1.3661676807417953,-4.819100039308147,10.721527246765527,-5.125992162645771,-17.476865095247216,NaN,15.963889336412763,-3.2579400472167706,-2.899013470114277,1.3730084802322522,NaN,-8.084632176941806,5.796414875918007,-0.013116320783369773,20.346268160911375,-6.8838443589461065,-12.975481729846905,-11.240996734112846,2.833471749600839,-1.7602553168165358,-63.16243653281902,NaN,4.131719436906745,10.406214091388575,-1.067243999681747,3.98814939295752,3.7299581451275836,8.091445883845395,-14.692087883743605,NaN,-7.5386005183397256,NaN,-3.485676889170362,16.390149652329647,-23.698612379114227,12.532524276550037,-10.988365799891472,NaN,14.560988965088272,9.475655073486987,13.38401976254018,25.5240307555296,NaN,-10.654657996834512,-7.964113282992534,9.39080743919956,-9.946634185994604,NaN,-2.1075970477832993,-9.848917091846886,-14.425790070087492,-9.548703212334697,-16.880137956717295,NaN,NaN,10.967669857938043,-5.176651736829964,4.996519907914968,1.2939389256061191,8.667537874712925,6.095820176740231,-2.7714142536900073,-21.296343424283492,NaN,2.0821881386517163,-10.09375565343071,1.5697924639802934,-14.337497384701331,NaN,5.885540557356696,23.701019114437596,-12.166596778627298,3.628905531095083,-15.944674874673183,-3.716250823924457,NaN,8.26538220760186,11.149846803314798,-3.520994876559027,-5.376215583379988,12.941942237176761,NaN,14.006710018259144,-16.792035365260144,20.189968019358663,-5.8357869088500545,-10.546808114272457,-5.34565921302682,-14.501970109671795,10.05400454141978,NaN,NaN,-11.107921139181407,73.0,72.0,75.0,74.0,74.0
219.95129432946734,4.430110415230258,-4.467975481449195,-0.7307355805368263,-10.047104226057929,11.49853873918229,-2.8702601795556673,-14.033011787675084,18.22518981463574,10.409488190024849,-5.616061380160373,-3.792669134138264,8.14095039427675,-16.85766899194814,-8.523453744302827,7.855310688911581,-3.2101080851138777,20.650661819405162,NaN,-10.989134582858558,-11.778280049559179,6.304337702175508,-7.347937616074447,-61.961308563568835,NaN,1.419629816889754,12.261286464522048,-5.832621018781686,9.280877535864995,2.3819719081566157,10.25950688714083,-12.514014457235305,12.186010293896306,3.1186811156620595,2.94620060691723,-5.066742317475656,19.707476340223906,-20.126657731081654,NaN,-8.003638197205165,15.79331800414036,10.216837208134864,12.278013573290544,7.956563126228634,24.942987311774484,-4.7714396016063,-10.186918107873236,-6.743864390714954,11.893368049872834,-16.19104666404092,16.990826256764706,-2.901736900995475,-14.03961194779754,-12.13143023702094,NaN,NaN,5.402376151452142,14.05072626595149,11.960554877538955,-8.912442501256571,2.4306535898409902,-0.33700525247979946,10.682190282744724,3.4247643070242844,-0.7056148601345785,-20.448625081122742,-2.836190966998908,2.39213172735623,-5.577141480145997,-4.026858312363864,-14.542238071217488,-2.0642895967517774,2.8599318045953597,21.453566125506633,NaN,-3.5203819214244567,-9.359012629705997,1.1276907097555913,-1.793023615792162,6.124154950340694,15.086574895233205,-7.857031477217408,2.1464269169256958,NaN,2.7871640651970235,NaN,-16.948258038994098,NaN,-7.304077595920195,-13.691254119154625,0.19692490965627107,-11.086962700160068,2.019726057914019,-8.53195899668642,3.5208329025442726,NaN,71.0,72.0,73.0,71.0,72.0
289.6979538923278,3.1164581079698026,-8.518712669907448,-6.796049533682919,NaN,7.646285009881223,-3.1183087271654495,-13.102566519866016,22.80121710480533,16.68020834359986,-3.3577649856794514,NaN,NaN,-14.16087915543812,-7.5463591850748255,6.385083207013361,-0.5479114098357145,20.153567219370238,-5.937087557310533,-10.793690958513587,-12.404389186610723,2.049407278607421,-1.7198584940410317,-62.50241204059674,-3.4680673743895314,2.7809975007467256,11.714618747911764,-3.6597354777472733,9.670728830221723,6.307601111807899,9.220627842900738,-13.491593056346098,13.411484796851155,-1.7253879483772299,2.082901794854723,-5.795847844463317,17.966601029852992,-19.752101024483185,13.51990536644808,NaN,15.203162309504872,9.254986538786234,12.371093076181554,15.348789390136961,26.61734602796873,-5.642949351348005,NaN,-9.665808784773212,12.236398346783822,-13.776327983395165,11.85662836639705,-1.332116648104016,-9.468583597972904,-12.359142279088477,NaN,NaN,2.9720391851493075,9.166327391884007,10.969290140078302,-8.207026319281509,4.642675162771348,0.9841331850447896,7.10787700677439,4.5253039862024576,1.407344435686396,NaN,-3.2652269404472336,1.4678421562142172,-5.771931548181371,0.28859230437808936,-17.637354424865396,-2.698224559895595,9.379821225488925,19.482959941866923,NaN,4.734264435024686,-12.859206902784718,NaN,NaN,10.282233362451947,15.19805312130686,-3.5634210771766366,-1.2497206415107374,11.77521158332742,5.282579344974719,NaN,-13.129341939310828,19.37118763895668,-3.971639423916649,-10.28465779099932,-0.4741494148398547,-9.117421816481286,6.627600579651934,-2.805530805931749,5.914351125781202,-11.240573460447624,72.0,72.0,72.0,74.0,75.0
265.7532035957433,2.4788833915684307,-10.347278168252496,-3.5743333110222015,-4.320142934231362,NaN,-3.3266619040250305,-13.19750819878352,23.424267363721743,12.55107542428674,-4.640139942977543,-5.622931751030799,NaN,-17.02027814929115,-12.185215341336386,4.289854082215109,2.257575378781427,20.828865401087622,-5.9934667543070725,NaN,-8.134759756149734,NaN,-0.5670800323133898,-59.787891439248234,NaN,2.839626774993007,7.278299065943452,NaN,5.472689199004006,6.173499278311151,7.2247971538392575,-17.40837150239728,10.655036874473431,-1.6331198880128264,-0.8356078503999966,-4.054464841426891,20.874735619717658,-17.87008507612834,NaN,-4.550356726481274,NaN,14.365631594659114,14.183618190319105,11.126238183748598,24.136888326430125,-8.202587519289528,-6.4666822156538855,-5.898549283117488,12.275326479870259,-14.477716791334945,NaN,3.1221732223436027,-12.305978580405425,-11.851263273796867,-11.430765413801868,-16.530748797284875,8.700166142614673,10.404878037829103,9.889853441230228,NaN,-3.1066833118988044,2.978846606034164,9.037979846311828,NaN,-0.7463182057039642,-19.877094564532857,NaN,2.97822282673811,NaN,-4.113519300696127,-18.45268140215099,-5.996545863518966,7.561843152565638,22.236095896227884,-10.882906143811452,0.88229801416785,NaN,NaN,-5.173913412963405,8.497536264672641,NaN,-5.25821372097183,-4.599740522062153,8.867654060409443,0.2977713990280926,NaN,NaN,NaN,-8.17324457770476,-10.245115890886241,NaN,-11.571283355235531,7.487204170784141,-5.098366291520954,3.175913642447552,-9.610355973670027,71.0,72.0,74.0,71.0,75.0
133.5941860578801,0.4978029865346816,-9.389991829427505,-7.2304041312067096,-8.852222266003047,12.308067789722182,-5.288380445595354,-9.998207046621328,23.229429833742834,13.491712390698797,-3.364378929755917,-4.512460770634512,4.282746724676446,NaN,-8.692451840407855,8.43633536826626,-2.613282856416986,20.262970410088485,-8.34967299020878,-10.093640159302556,-11.60987757951505,1.473352582960049,-0.5038406157265871,NaN,NaN,4.938749654815383,9.91024819867133,-1.485228969062918,5.788547087494067,NaN,8.570033932108283,-20.24187616181736,8.394463402648189,-3.17604325225553,NaN,-4.915331763685137,15.111035508235505,-23.710575215174348,15.626099520001508,NaN,12.638916288668216,NaN,9.131066445226729,8.81466948085906,25.54074248683553,-3.8013923700409173,-4.747273833528743,-6.870955775040854,11.268971474025108,NaN,9.967085942443543,0.37455139955119643,NaN,-12.713026865932916,NaN,-16.469416576257636,3.4717330619808773,10.856115716591372,11.448566615692055,-2.8388917722028966,1.2899678036311952,-0.8475641049436096,7.877661078709396,0.2880154703196798,-1.3924685980956677,-20.653349515715522,-5.116049012464748,1.6350039804110281,NaN,-2.3568224682314947,-16.460569955221462,-5.164188631092292,8.561556106451427,20.02493269018593,-12.600595868196056,0.627468551763299,-7.85785646480309,2.6050382780734154,-4.753279728201754,NaN,12.660822043419278,-5.0564945619725945,-2.297415175693147,NaN,NaN,14.412894011803107,NaN,17.81838324534178,-8.348872128302391,-9.99805349664819,-1.820151929207189,-15.720359361690482,NaN,-6.235941677187706,4.124000921066213,-16.268568455191588,74.0,72.0,75.0,71.0,75.0
252.25109595001365,7.627311071646733,-7.146659757441984,0.2444716446062838,0.1829874504329423,NaN,-0.39521481883098364,-14.423119256495493,NaN,NaN,-3.783015753198078,-1.4496312726403335,7.841456780281961,-17.018626938056535,-10.563560657244063,8.06082532991515,NaN,21.83746926900585,0.23584624416501843,-9.496799838158998,NaN,5.068342863165274,-1.8273278890376918,-55.233473561133934,-1.2204711778431379,2.160688851118301,13.221901075706892,0.9713789065885707,5.767943665415855,7.184402851617255,12.175737510079239,NaN,11.194735436433609,0.7290773412469878,5.452418316339003,-1.5312251829243548,21.547359190836744,-18.257487418146063,19.416917487071675,-5.689840822570176,19.61307100023844,16.500345736546084,14.790983438980211,10.950975334989188,26.856912078017324,-5.122828828652527,-4.184019208858225,-7.015885606498694,11.56645850966562,-11.643783110083543,18.192674768254278,-1.2821324398376035,-10.831417136544564,-7.864354924911105,-3.762909064884604,-10.746624519494254,7.523785782522401,10.235537558573562,15.368942042377963,0.10680062622110942,6.301529178698118,1.4597983431837924,NaN,7.753031010152506,3.381984271283674,NaN,2.7998345239314033,2.9850444374156213,-6.4916936850192535,-3.19139182248211,-15.665923159452344,-2.0618708983644423,6.320608892987007,27.359134159009237,NaN,1.55566062195195,-9.278885655291928,2.7997632973333397,1.3793705195758639,9.266712252057419,14.673063972522353,-2.6127316951100554,-1.1709443320687383,12.756498308261401,1.8854897521053466,NaN,-16.35208231619457,24.798652083729884,-7.646753278951751,-11.111530008519722,NaN,-10.710254281834318,7.8841946769548095,-2.4020225784133706,NaN,-4.6310431824251355,74.0,72.0,73.0,75.0,73.0
163.40281514216304,4.981034312375812,-8.719028089367491,-5.484941969667376,-5.91992882113638,9.916674056427409,-4.726807497773059,-10.606375446768688,24.903043284003413,12.151393498042745,-3.4065151804911697,-6.701201881129763,9.301289750430126,NaN,-10.424041900089408,8.878800648892154,-1.997853046293976,19.719725587470553,-6.665803122044468,-10.392272279713605,NaN,-1.7737693732205504,-2.8765662256512257,NaN,-1.7488398328004173,-1.9496660732786686,9.192476700442885,-0.14123957198944015,8.876047670294094,6.341790401151242,13.415248060592482,-13.600790726290782,8.551568994295303,-0.7065537552869781,4.4571435156443595,NaN,NaN,-22.971364960245243,14.360185002574237,-8.620011806865167,18.523858698216877,11.505028845903812,11.097630135849593,8.464905286826632,26.035482260142327,-2.5854149810236273,-6.806984160988931,-7.422521699232928,10.025202849300472,-10.993844630951106,15.532779054461056,-5.161626509900617,-12.87161949713525,-8.68011502973019,-6.342317576514088,NaN,NaN,9.293181701751697,12.035567112890291,-7.820088992192882,NaN,-1.5414052301638814,8.84926867763813,3.3094954370645775,2.32616899804891,-18.095468214835467,0.17290990547018747,0.7263952766218201,-8.156286436996133,-1.212720941185271,NaN,NaN,8.29016834924542,22.119494003831775,-6.002202707604546,2.7121597192493057,-9.372734903642064,0.19851339987863903,1.1944225394105543,9.6308364275381,NaN,NaN,-1.049982162508498,14.862687106790018,1.4926000698587316,NaN,-21.441203637068266,22.33461938612476,-7.1150815149864615,-11.021339453106567,NaN,-11.139650616194102,7.096429889315461,-2.865485606442445,7.464921751694527,-8.44173498000742,NaN,NaN,NaN,NaN,NaN
282.51183596412835,0.5196552469946707,-14.477830894637165,-2.121282258097031,NaN,12.080161636455063,-6.393720661017098,-11.599432328854677,NaN,11.984299155142953,-6.710642455485626,-2.5601694332363527,-0.8069074644816423,NaN,-5.644608507446054,3.954232972402057,-1.1546699381662218,20.034409369805577,NaN,-16.302626954188405,-11.929316539802716,NaN,NaN,-65.33308172661093,-8.606255015481889,-1.1277575209765995,10.335622247447304,-4.107889529899133,3.7275879699318457,2.007443209417343,12.795274526694312,-16.939198442251303,11.34289388330236,-1.8060149446496652,4.558844132773503,-6.718173991148769,NaN,-22.25922682386297,10.981587998810431,NaN,14.687978979132579,14.34659125292982,7.670466295457167,NaN,26.48096345723497,-7.552846693811405,-9.82523649372383,-9.435176724885167,9.950290380948378,-19.7281967003582,10.258612524149665,-7.671009235399792,-9.940272386166281,-17.104021191902522,-8.804508629836244,-13.27296646591826,6.007246268662153,NaN,8.066114268299062,-10.540013356063486,2.8559289728000055,2.3476503077975743,NaN,5.654183037381092,-3.590804336377631,-22.06041427678721,-3.098268173309314,1.2095635665124138,-9.448948964799488,-3.777997110905871,-11.907128820846502,NaN,3.086640106472148,26.264728797233303,-14.089720339238358,-3.8559731176445986,-13.045625595163305,-7.443490994799825,-4.164669484931085,8.510571647126335,8.189964617280324,-6.631399918352857,-1.7963423856181215,12.155532809933765,-0.12615624160176564,16.32741313243357,-24.663512323590737,21.46870571034672,-6.864259460328304,-15.997733179613707,3.3688454751971304,-14.195197908361026,2.4094251431020197,-3.5236576566973565,2.82165828491348,-14.59126214667424,75.0,72.0,72.0,74.0,71.0
