x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,x_09,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,C_01,C_02,C_03,C_04,C_05
-0.8439691593181746,-9.104917883745872,-5.076919359039798,-4.222151949682678,3.606609415384815,-4.505493956207912,-11.481997409017573,16.201722140727778,15.939469797305485,NaN,-3.74265039296729,6.477330257435692,-21.07283660745964,-7.497388816669543,6.065594646361222,-4.121909770782989,18.715742796124964,-14.274451913927008,-11.7035816728649,-15.857826205184912,NaN,0.7215463467961623,-60.25266357778939,NaN,1.6256382396773525,12.574669158577485,-1.7760254573858265,9.348937725277933,NaN,6.636100388060575,-18.464960171606833,6.614053872648907,-6.1169671467828355,-2.819367796027071,-3.0238683059876914,19.472602821953938,-25.477878758358347,16.89697427685968,-9.167016248617566,17.77252696719664,11.224008554137825,14.615234598159478,6.554177174780307,25.370772364333398,-7.640373761730653,-4.798862853130112,-4.582842771376557,NaN,-14.50936599542896,12.065007391034767,-4.3384426063826265,-11.12312502689353,-11.196133384983712,NaN,-17.719964027970928,NaN,9.921878222170097,NaN,NaN,6.219134749801767,-3.201470245418138,7.682415064787389,2.3786774203640944,NaN,NaN,0.27976581473449125,3.0169655238246227,-3.469811023765824,-6.303365438443578,-20.211628139376497,-3.836492538562792,NaN,19.74370423238853,-13.232198606506076,NaN,-6.794533670934591,0.19444610560737852,-1.6231900104302124,10.56489814041012,8.214294784590958,-4.779433984103546,NaN,NaN,NaN,13.521089271688707,-15.257001532350065,18.50428256719328,-8.482271527496508,-11.575707028476064,-2.9297194408019154,-13.884702497808098,7.465161447004779,-4.667464144146935,3.9497052324937094,-10.71557675740636,73.0,72.0,73.0,75.0,73.0
0.8020931760225332,-10.196677941829284,-4.50036960213079,-7.827837185194345,5.199001997430186,NaN,-15.928708186775268,20.1513092161397,13.707193728086931,-8.517576011797154,-8.028338478567797,2.1776153130151954,NaN,-14.104740999163536,6.494645035138027,NaN,22.440058402365857,NaN,-12.870012082305786,NaN,-0.09414533374836903,-2.384094857178916,-64.96382624828097,-7.799685826420669,1.3129169759607615,7.757360051288205,-2.563685599702779,5.868004697530506,0.18615414260161423,7.498730203019943,-16.014385669675512,6.789673447619167,-9.039728129903404,-0.29354079873902705,-8.055764597829352,20.475703896941496,-24.93648567777877,13.026494850412258,-8.231077280045774,14.650412308419678,10.061516220080122,12.477023505967871,10.198880434157674,NaN,-6.769349593313515,-9.225347526051419,-8.323017261311472,9.72845945634717,NaN,9.582796643234534,-5.771654879521886,-14.923914363627581,-17.506451967918636,-9.737643493259613,-18.374468518905584,1.2883240601881845,4.089572573115999,11.205891100934304,-9.477325392766527,NaN,1.1986567944488635,3.1505058297331336,3.2963888794703537,-3.6273380190532567,NaN,-3.219249058012336,-3.3600756239616625,NaN,-2.9152375566690485,NaN,-7.864467057980656,4.440950142067973,17.240354407925672,NaN,NaN,NaN,-3.9069958099480377,NaN,NaN,6.627774784294739,-4.738055402015681,-8.706562936976914,8.631211056332068,0.32528263546977687,NaN,-18.189217409936095,20.541665786080074,-11.110138723170829,-12.520766285425303,-5.628245652446985,-14.93716405567935,5.229447553094423,-6.927970381456419,3.2711932468933327,-12.420892685000554,73.0,72.0,73.0,71.0,75.0
4.234883156065166,-10.798260527734648,-0.46591416253942697,-6.0548504498122515,NaN,NaN,-16.182311949372362,16.419564419095117,12.152861134809802,-6.418069450647247,-6.676135536057144,5.21912636280919,-21.465633742248897,-4.6065082147785095,6.533321383102283,NaN,18.362083531853386,NaN,-14.151478537729922,-12.411427556010272,NaN,-3.8621999258790414,-62.82542493210236,-3.4433397080996695,-0.8427318179705284,10.862939992045748,1.4853382297620683,1.9284829636419234,-0.39245266237331045,9.139481596683588,-16.031367096216606,11.127999587673752,-1.9882963869616521,7.277387762391603,-4.712867814488922,18.52255820269939,-25.23096524087745,11.372732578796974,NaN,17.16494832678924,12.459538817990493,15.02193457607364,9.80229893034279,21.306411191545713,NaN,-9.420726205811288,-6.620288949191914,11.53950990277589,-13.87951560514373,9.994875127180707,NaN,NaN,-11.316632769511317,-7.967581948950834,-14.308134770224033,3.7070992396033775,9.17307455279267,NaN,NaN,3.4423400451178963,0.0189808361458449,6.782245409728965,0.02830058310788708,1.684358998570231,-23.664811387777885,2.1704918277878362,1.6705307547891686,-10.178618940710317,-3.116380074653115,NaN,-6.327011998004301,5.480725755826687,20.38132892412092,-6.796733607002185,NaN,-11.749816890040396,NaN,-0.9718726239327624,10.647522059209171,11.591051931049407,0.656830961112048,-0.9746566929002511,13.5059870400786,NaN,17.926424985492208,-22.330788305920507,18.740401146283677,-6.942026535596771,-10.44836028739655,-1.5066223655190796,-11.058964194148711,4.692879074674216,-0.929817719099133,NaN,-14.551447745133668,NaN,72.0,73.0,71.0,73.0
7.041335771665854,-5.169413213864382,-4.158333573977612,-4.270638015231129,14.939893875263902,0.008338115724596307,-10.556799175681364,NaN,14.180830024932293,NaN,-1.037096807082694,8.169420988219596,-15.444606946789152,-11.420267339323958,8.342700102576071,NaN,23.387647964341635,-1.6800135507916876,NaN,-7.694012128202364,2.266278362220067,-2.7143053503896444,-58.393257534047045,0.7638108105326022,-0.11529248487269195,10.310925749010133,NaN,6.6044805782196505,9.23251671871364,14.043068016014633,-12.08564157165688,9.603223605003134,0.2541737193598379,7.354191259270124,-6.267637581348007,21.413070108370984,-20.654129584564316,14.206688991753602,-2.9831792805886552,20.332600826772786,17.709553842907166,12.709072222685217,NaN,NaN,NaN,-3.492371328329611,NaN,15.780915525867817,NaN,17.133907787130678,-4.757772928855425,NaN,NaN,-4.428090772613187,-13.198463272257626,6.4740311650888405,10.744799594886144,13.773835095415897,-4.956753430016849,4.5859648924395255,-1.5081247641170052,8.50721371273576,NaN,NaN,NaN,1.2175178988146125,NaN,NaN,0.4244118031499382,-7.8088689392762145,-4.41915408569271,8.114948288388025,27.285640983871094,-5.440872120006378,0.3304898797025142,-9.617574204160519,NaN,NaN,11.983797695355955,17.94395958233953,-0.10253069411699833,2.0526472761948242,12.161414613491898,6.404776609288922,19.565695415872888,-16.279445654794884,22.56895557314812,-6.218731800525675,NaN,6.157742704924265,NaN,7.460900515949742,-2.4843888582764064,8.149697269814475,-11.598544206019218,72.0,72.0,74.0,75.0,75.0
1.1355642429552422,-12.04808776907609,-4.828938742792781,-6.565216688249544,7.493099921332972,-2.789943894028224,-15.859233532634603,21.56008595244953,14.147759014234405,-4.848519092810164,-3.1383642170686903,6.378142154897001,-19.78675277186525,-9.368677903986717,9.25494270799698,1.9835568156583394,18.991673508165725,-9.299391004598704,-15.489330744093833,NaN,0.4113371445798606,-5.9233957133236235,NaN,-3.5140875473297517,3.5616581329246735,12.63726313268859,-2.0069213330702453,4.11707335701332,4.205757839355436,8.255642190479445,-17.718787460580483,7.771649086657485,-3.8682644588888495,0.17617616953669502,-1.9416953490398359,17.196103533910843,-19.129385221378286,14.612619360818448,-10.340847833267867,17.368269783174192,NaN,13.597411081232126,7.681001814455734,27.86281159123277,-5.964256839646602,-6.045473738933171,-7.141087079573412,9.637462781345604,-18.135566621153988,12.784521233258687,-1.2289501042308564,-12.762848086697732,-12.000151043521846,NaN,-16.154907261378828,2.9096641865472126,11.720981843827937,10.985093665004305,-8.860585748287964,6.76361104661774,-0.8400659505102044,8.752519353440057,NaN,1.1096673171204656,-22.743780677082164,-3.9440231763623808,-0.6972571276992121,-6.670465252219779,-1.460686272828291,-19.65667649424285,-2.000114579425622,NaN,19.84972489714273,NaN,3.1339298638928423,NaN,NaN,-4.6090482030060596,8.28268537916832,10.442452323939294,-1.5245044221320456,-0.3799660658878351,15.10118553801317,2.1366368064197436,19.902795066164774,-15.296553195300678,NaN,NaN,-9.104552393040843,-2.4240758513450227,-9.607803469851419,5.6546794149506265,-3.020357486115677,3.030957981325123,-13.320598995901864,72.0,72.0,71.0,74.0,73.0
2.7009403512670476,-10.946684624786707,-6.465114478110989,-4.881988795534224,4.638099416711083,-6.987985897139759,NaN,21.615869996773252,19.02490353903735,-2.5323596782601503,-3.104417041258847,5.136674666550016,NaN,-11.503734071631056,5.261453506285506,-3.5305610116902066,24.0098002043615,-5.857650330568142,-13.453009643405167,-6.379613986323952,-0.0403055968548561,-2.088818119680362,-59.34317434753617,-4.031627455678596,-1.2801312586633236,NaN,NaN,2.5474993372199464,7.044849696005313,8.5398762719091,-17.66308673172129,5.049401349624506,-0.41462258076316605,3.6832219195898976,-4.713675925762354,19.16040647666408,-22.23609378474734,NaN,-5.800411942021125,14.791501380570974,14.805401401362206,10.33267914468654,11.42616199539995,24.616823493552815,-7.596684090121538,-6.669864208413236,-8.128995515984766,17.130629674436552,-11.4537689989065,14.037166740192944,2.0892383278878843,-11.797639641931617,-10.241513489926708,-8.61525352149793,-19.04874932407098,3.8808644761983135,7.583258578506942,10.798527114926628,-2.9737579782035786,1.131893430677303,0.2398027916420888,9.541709436438044,-0.14445164617722295,-1.6097266311801297,-12.020011864093469,-2.346612979202842,NaN,NaN,4.355173477130975,-15.246632370447282,-4.351704122541573,NaN,19.926696218025416,-8.333452084783632,NaN,NaN,-1.0694994536461915,-0.6267146456977322,7.03899146842285,14.400210877796777,-4.182157198058301,NaN,15.479524764672826,3.1799871077335853,18.859675948742186,-14.963669053412337,15.1215901558864,-6.116110692318944,-11.45297676560146,0.8635542654952236,-8.420639796331917,9.082611081380577,-6.250723602102992,6.314635103726953,-9.20466342710948,74.0,72.0,NaN,71.0,75.0
5.390682265217839,NaN,-4.149893356409575,-2.7917372677231294,8.812586166432949,-3.873233214267728,-17.031808324389523,NaN,11.510674510289725,-7.520570325311075,-8.101116213604211,1.8526302541842012,-21.820492846079997,-13.73434321142468,2.0915340738770904,-5.721333242689226,19.039189879534902,-10.029075588904947,NaN,NaN,-4.086143047128357,-4.334438096811951,-61.13920991098886,-5.764247909239483,-0.1308249078736924,7.883765409788752,-0.6149786521308594,5.188428191757508,2.7893560233356176,6.3078238521163446,NaN,8.376482547902592,NaN,0.29612175400813134,-6.37201007462593,17.09778653787773,-23.245209508724226,16.941399085482047,NaN,17.828293135020118,13.620543408238486,10.9592351345488,1.8600004926495899,21.749436233748607,-11.754807010267324,-10.720083614389932,-9.412499925008692,6.668530296368223,-15.695111819859193,10.96819662882047,-3.168240210808622,-8.640074802874917,-10.433539580269613,-9.102638896433279,NaN,6.965741137771769,8.257365675182227,10.46580092447611,-4.017206286809293,3.67646066096775,-3.3186798856329447,9.730633271729769,6.591148798394332,-0.2733855873963894,NaN,NaN,-4.6665342389330515,-10.23421311762535,-4.69784817877683,-17.897125829851504,-4.366390062345467,7.201578441647426,NaN,NaN,-3.114414951404423,-9.8587751962215,-0.45855169079153146,NaN,8.34802891047236,NaN,-7.822561822838479,NaN,7.56378958339708,-1.6907261754128635,NaN,-19.786130305680118,11.929746774177554,-4.935590659906856,-17.98482388235493,NaN,-14.226802138163125,9.110131756340289,-4.711317682560152,3.122557806568497,-10.52552545226256,74.0,72.0,NaN,71.0,71.0
2.455632794061034,-6.247202971092036,-1.7614140778642478,NaN,12.46715175840614,-1.965168244432372,-15.47567795112082,NaN,NaN,4.4625087449194325,0.12740235854492576,6.26863976398107,-20.529369276924665,-6.960207890556465,7.492324997254775,2.005578275718925,NaN,-1.5859236287120604,NaN,-7.199528560291844,2.027538248442643,NaN,-55.468417471495314,-1.9863755760455875,2.3569189011191694,12.57285672696088,1.0075666425923069,4.895774253486791,5.01378718822119,12.469945373933605,-12.347690894253965,8.837262724705301,-3.5917710122264355,3.069943581188104,-6.074567971111672,23.225337347762895,-13.827459444591014,17.47180735455155,-8.155546125044356,NaN,15.415468463844242,11.377831054029109,11.853334035085329,NaN,-7.010323169107876,NaN,-5.53703938695249,NaN,-12.334926873337302,NaN,NaN,-10.087391156605296,-6.6402140432119765,-4.19541500941786,-16.301332811046912,10.527837309177176,11.95398375083003,9.468681756219482,-5.704034282114417,6.581855727349271,3.5873371862230883,10.268819734527344,8.656343334751156,2.943671607779416,-19.62321445418487,NaN,4.594476443366469,-5.469761742392908,NaN,-10.277018549480207,-1.7451216692880942,4.102862950022933,25.52073250798768,-11.825495484882829,1.1862032054442515,-12.689451344640114,-8.27456568407471,NaN,8.071354565294934,9.838381679336976,-0.45841173292601045,-2.3921380466835043,13.90653389369706,2.6628804410534714,15.897449172983508,-18.789197519718773,22.974283842118414,-11.221672471084503,-10.263332462111158,-3.019670886137183,-14.501090844298616,9.869636170059483,-7.113231347813352,2.301097355768725,-9.705442250461553,71.0,72.0,72.0,NaN,74.0
-4.551219722785504,-10.161341980390588,-5.896080748913617,-8.753560434036267,7.246599553229679,-3.280026692034138,-11.823491699092905,22.515819850640785,NaN,-8.377780452681396,-5.34507495920262,6.130678228872469,NaN,-12.842571487901246,4.178109320351915,-0.2695121324942933,21.559478268954578,-4.526329831338524,-11.332174796904654,-12.426760334148337,2.7938756801454776,-3.793512160165763,-58.35845895575941,NaN,-1.140030897806323,9.842948683073702,-0.6403062162068238,5.1140898840385,7.70102244214237,10.267833446294967,-13.839782622597493,NaN,-0.4024062141884368,-1.9310994600623363,-8.482455983922787,21.163960947037417,-21.869744158403524,NaN,-3.7637538375871973,12.940888439647132,16.32102028328598,12.55472858756959,9.57248629532589,NaN,-12.876231458740584,-4.763823452884139,-8.660539758129671,14.163855281519655,NaN,11.040047227963216,-6.387556571194161,-18.403076227940602,-9.954310097442445,-8.778936058014317,-19.716732155108588,4.248816205165272,11.805903363487944,11.131968733457903,-4.1680104154786966,2.6421080674754354,-1.3561499853332455,7.68910861970314,5.746273839649328,3.6519103439682157,-18.95699391406874,-1.6451172107177192,3.9973281422690157,-7.08121400962041,-4.511513990889586,-15.896641154292979,-5.43334317967164,NaN,NaN,-11.744981801331733,-3.047912687137403,-12.908602814302585,-2.0730443040731905,-5.508903198036355,5.341826010232201,10.164646488540109,-10.369362474255905,NaN,6.630004316872109,NaN,NaN,-15.285299485545199,16.811906970913483,-12.76855231059837,-10.868678831143978,0.238045290788081,-14.616430808668078,5.733823066791173,-4.996680940216249,2.0515052158147444,-9.497427072234712,75.0,72.0,74.0,72.0,71.0
NaN,-12.226706204580594,-5.689760326577572,-7.563683156857,8.75635220552636,-6.947685390475973,-13.35272836385986,18.34718732170842,12.665331419495429,-7.265668567824679,-4.02298491873801,4.679518539346549,-21.343338038179585,-10.689115322372059,3.407739142615281,-2.205358970942001,16.597955392950638,-4.987115515011636,-12.501884430001386,-13.251423814476698,-0.7545480654155243,NaN,-61.5894474850805,-5.4537445034257885,-0.7143590482969576,8.003340381227048,NaN,5.490385058898313,2.1084265472231527,NaN,-15.169861415869905,10.80215279158334,-1.8182389799339267,NaN,-3.3621754816633684,NaN,-20.272248496404572,12.258783423749366,-8.73237870670525,15.020958079056374,12.265911023418257,9.941442292497745,8.477455358443807,NaN,-9.254415292279129,-8.886022280669623,-10.484024077434231,6.2700615489219675,-18.75472452472974,NaN,-5.84605299367697,NaN,-15.035853832118736,-9.715953713519912,-16.274776237328254,4.222053124563811,NaN,8.067375205234649,-7.305861126472,1.9500872985392603,NaN,4.651751398433232,2.617040695494764,-0.06601693800954378,-25.060326848697088,NaN,3.8441039754147512,-6.559283378728859,-5.672755072477088,-16.811313057701206,-3.2333600973968264,5.268652326059436,22.971301707883224,-12.889831146479924,-0.7111931448442605,-9.843999043414714,NaN,-4.234014991010726,8.577780414009583,13.275793154095712,-7.768059431271695,-2.0327706889909694,9.5907171666979,-0.33009701098761424,16.854133490693876,NaN,22.409675711923008,-10.055718271072356,-10.913080783811319,-0.47322695919030433,-14.291779013749471,4.274889025516319,-4.248665862091958,2.4839331916164014,-13.065352222481337,74.0,NaN,74.0,74.0,75.0
